f(a,b,c,d,e,f) a b c d e f
26026969307838 482 326 180 134 460 636
234624891511 188 105 702 524 817 785
454259331947156 854 351 196 862 401 4
189626348947910 717 603 12 577 88 735
69114401883949 586 337 452 783 138 499
13388429100070 422 268 38 834 731 769
2288484412731 275 920 876 947 407 878
220405981913902 739 157 182 700 117 753
2014131584 25 221 725 212 40 551
123347267000772 658 67 130 222 976 685
320061891649 189 530 171 749 535 627
10913255791042 399 946 636 552 243 648
17211627953127 441 854 537 125 533 565
14250685974391 427 486 615 877 445 121
26562888832664 484 247 911 45 169 976
5390618850012 349 680 920 425 759 79
12485344503417 411 933 178 225 195 577
671948153311 232 140 817 355 608 429
18201062221187 447 772 60 920 81 923
76525226603629 598 479 303 90 334 883
501503310729242 871 678 18 973 408 486
319600028267355 796 419 673 54 432 389
41429407763583 529 232 78 842 85 583
54440630698794 558 766 724 470 730 714
102490215 55 104 803 483 850 278
664475085649 137 886 175 176 295 80
904245395362798 980 755 691 565 303 676
163041378192384 695 971 595 570 483 550
53149819790011 556 355 621 548 16 107
323676821854 76 753 710 494 637 266
890169483424866 977 103 706 160 982 2
416205377987940 839 831 128 669 668 835
277997498476936 774 681 294 317 590 468
401868265776250 833 944 682 110 214 605
62432776384350 574 592 665 938 801 316
441101425762766 849 84 340 16 71 294
715323901039519 935 925 330 969 81 469
1981342174366 288 89 424 715 548 718
960088889731 16 990 798 265 427 55
4366266929387 336 538 106 987 9 95
30020953729384 496 195 693 520 909 911
328194044045188 800 847 858 59 198 362
613048621167 122 875 543 974 231 712
216516538376427 736 861 948 524 60 18
777449973909 29 939 135 126 797 371
21696639590018 463 805 312 856 690 632
149806494508376 684 542 344 201 628 11
20311046304153 457 784 517 21 28 124
7825024987861 379 270 459 654 958 929
10263574035030 393 971 576 290 410 832
6304775705525 363 211 84 119 219 407
243556206516 189 224 498 863 420 300
159965830062669 693 604 541 996 786 759
13106459549 86 311 984 470 764 202
217470402520271 737 424 971 255 187 807
21219170667299 462 644 924 484 645 666
56381162861467 561 950 172 180 907 27
783519263937 237 435 226 817 611 103
414981294663 90 800 806 975 29 275
678973707808 118 900 157 112 2 19
845600833953662 967 504 595 146 440 88
629766268790 229 50 150 936 103 602
396566338611752 831 730 704 735 569 961
730349273945833 939 764 119 740 232 905
200945724007944 725 895 474 183 319 116
21054008083703 462 281 565 197 820 458
1865439288397 259 915 990 669 123 681
124350644989538 659 502 632 536 683 972
148950061152776 683 753 752 937 984 139
21276588223086 463 21 526 251 622 765
19000841760 114 83 670 37 297 281
159892079562548 693 494 719 479 864 175
120251307339658 654 883 185 639 624 275
5476855142 89 141 795 565 679 163
-225199890 17 57 619 471 26 414
119711524471 164 182 282 897 17 125
512909825211072 875 175 364 989 731 396
189854707473446 717 775 565 972 262 355
155081651450 173 110 306 973 603 397
181697241755943 711 124 461 643 631 923
45118426144802 538 463 3 491 330 679
30955082995845 499 358 449 741 508 50
119544582126 28 588 226 373 978 47
536827751711011 883 444 26 558 560 330
909068004720172 981 852 997 758 110 160
161654045792 173 290 726 362 279 234
6015741587728 359 479 154 748 660 304
39400815662 96 421 551 246 193 317
11728986305300 411 193 61 594 460 175
294954193738650 783 895 256 438 539 121
197556707226221 723 129 524 775 56 490
802712804354038 957 176 318 765 679 893
322680725065 78 752 107 705 618 401
7308330033765 370 782 301 712 563 815
322631566715 173 640 471 554 276 903
999999938444237 1000 160 895 840 521 251
174657917265 151 557 463 399 996 965
62042568849299 573 723 336 412 260 149
60517054808842 570 768 351 612 184 621
11635547498223 407 827 500 848 851 676
23277424209657 471 560 764 598 823 629
83093441821730 608 312 506 50 26 766
2017248370230 289 192 471 637 842 917
101146037875 140 467 584 918 740 1000
24953833308094 478 17 503 847 46 839
78437762356 144 359 448 226 828 309
1762444377316 267 798 112 974 350 397
765670023815528 948 77 478 966 894 11
2938631402089 304 765 617 41 770 742
61511118162 22 498 28 871 596 999
141189061217564 676 385 172 826 467 718
85190456316247 611 437 593 228 716 148
182108673402449 711 801 434 234 403 564
895450741935195 978 920 696 980 842 541
50013720643803 548 878 818 662 327 822
2110862189284 263 961 679 810 241 88
25787238851390 481 449 691 846 250 63
189202562123 85 656 751 47 349 457
2132532054879 280 801 539 799 815 883
269031623218236 769 571 137 490 373 196
946360349396326 989 636 313 955 838 865
502158785908606 871 965 734 658 407 469
4867217389176 344 473 215 580 550 756
91331057022 138 451 448 887 598 960
776918001896 2 939 801 625 989 810
1661328698996 278 173 216 194 539 550
41112252423996 528 525 532 628 888 255
146465553090971 681 151 815 434 675 235
192517875986 177 373 827 946 805 220
14779371240 45 349 622 30 927 405
250266764184494 758 426 131 485 413 343
5603110199747 353 591 392 720 937 424
918402887041 247 24 985 78 289 516
275170228174 162 636 288 406 628 164
1281232514207 261 515 650 204 720 357
574274709366272 895 280 562 462 336 427
454845405873 214 279 312 391 954 751
148644314510111 683 352 292 625 782 933
40177995496039 525 737 942 652 715 874
242088802972370 753 34 465 563 717 386
140017703971 81 608 494 74 140 244
1974388200814 284 597 554 274 318 981
36363208238 129 190 872 735 470 232
63956279294846 577 157 55 527 737 99
26834730956308 485 1 891 377 276 500
179658534506508 709 842 274 543 130 814
211731642161299 733 600 208 858 77 383
85561522785 152 259 422 440 672 528
3604842062382 306 980 762 393 466 475
699523552056488 931 543 403 246 164 453
11902558060351 407 926 853 819 106 520
389510394688 83 788 46 50 24 171
781970796591994 952 321 573 203 369 226
23179026566890 471 15 793 309 868 994
5879800695874 354 753 983 971 912 973
116829936087090 650 946 102 1 766 475
270679718252060 770 190 87 23 382 158
70899900290020 589 328 659 689 868 637
19209000636239 453 604 632 499 283 76
164499719937973 697 151 336 865 811 495
10324905120 102 43 896 237 417 769
24470343853976 476 432 907 998 404 465
2587371072090 301 585 803 312 975 304
13542608717075 423 86 340 968 938 10
263344141824 74 715 609 286 399 419
980305226800549 996 618 75 568 127 977
634977974551094 913 877 269 694 609 466
604017798670910 904 733 343 805 247 920
131356735832 90 596 899 770 640 465
2157865457669 292 433 482 697 370 417
11594067198173 403 991 603 714 122 760
35472344933 129 27 631 248 309 877
129283297374521 664 676 238 860 261 272
14906279923 31 352 780 772 706 78
590193475579 133 861 993 426 131 745
4536636877839 335 751 844 416 832 799
754034969062422 945 797 277 687 562 800
819404264350 241 283 13 526 764 135
186875802451505 715 316 512 147 888 587
671676677 57 134 632 954 775 923
271593286265 156 651 739 880 524 903
287843689874743 779 993 297 937 589 990
799118540 70 25 959 828 215 951
14942194140856 431 515 901 584 530 667
257125503171 76 711 987 623 129 405
544971640226 145 833 847 85 260 358
18475139432318 450 387 470 959 629 369
63177843541 20 502 692 699 70 644
92516969968568 620 975 104 999 945 863
6459256554301 363 629 411 785 591 532
67218500799183 582 816 277 321 810 817
208980637422941 731 707 563 328 340 368
18539011605976 446 972 906 169 923 668
106537961556077 639 69 39 13 758 305
1072093062311 248 605 108 311 859 260
33104790042 127 132 619 833 394 291
2698149842 24 243 927 516 235 49
3303483286746 319 131 534 997 659 874
80706676189 11 533 36 923 267 683
222752937747 9 687 123 885 771 948
59300358633877 568 651 618 132 779 829
20947062922 86 357 77 831 422 425
1492319943182 270 491 884 717 962 46
6659742077 28 288 619 702 113 417
8907459193903 389 123 478 783 320 562
2742135075827 296 828 535 942 701 527
38022512010921 520 218 531 452 904 280
8297255483425 383 487 637 799 101 674
2748860899704 288 936 339 970 198 371
66251426424504 580 886 777 492 521 908
180564131415058 710 613 182 896 406 963
24476683384770 474 861 400 398 113 594
26431640689 37 404 652 681 895 308
677188094951573 925 181 388 184 457 758
126267229461963 661 536 568 532 727 219
73680789854674 592 992 105 41 862 68
602739910233 227 31 16 386 198 317
171373400635 124 615 999 943 924 518
333891812895196 803 387 955 168 718 581
50790486753489 551 233 458 767 457 905
2273900860892 296 205 504 663 130 562
1205121164758 260 361 4 619 328 834
501404151853851 871 579 618 26 848 577
266131730250 117 703 328 689 81 994
5038659969 89 101 866 150 911 954
340153338106756 806 107 794 917 247 399
74032096693224 594 537 359 525 137 456
908543362249398 981 190 45 741 517 364
1849780777798 249 972 284 53 429 715
384504280395960 826 170 100 81 155 348
364271307229411 817 717 760 592 485 556
217438879858820 737 50 500 873 272 218
214686458725616 735 653 201 32 597 932
113469590307523 647 553 30 829 863 343
7654148174335 377 443 226 379 612 862
279582624575708 775 181 113 531 278 300
655610901406075 919 568 805 6 101 118
258835057808968 763 699 586 612 883 285
568276111253378 893 793 656 889 244 167
14154914240 107 107 119 974 745 772
69918571228256 587 689 170 915 280 513
353004016679393 812 65 751 83 229 375
115244499313 122 545 186 596 820 496
204758924302950 728 725 595 170 354 308
7420732774431 374 567 350 735 123 828
438565729236557 848 487 652 398 480 958
257091342109340 762 656 592 896 731 673
147544014569960 682 14 455 759 291 437
204641127014768 728 631 637 598 551 183
9746787504843 395 602 705 83 552 742
177932872415817 708 440 867 498 389 525
403712860687294 834 689 538 291 310 300
65635223837208 580 12 768 987 65 252
2489641899661 300 496 959 383 888 213
155272501154777 689 143 992 837 499 879
9344372809778 392 545 12 777 829 43
235769130568217 749 456 992 452 227 181
45495115974451 539 229 822 249 529 741
1620530372870 248 909 691 281 747 284
847610267673 243 179 890 501 886 162
10708707662004 403 530 80 764 938 59
63090624262601 574 940 718 968 973 268
57188384139859 563 889 775 652 888 610
555880813393657 889 882 610 720 686 26
64218800379 145 114 362 326 947 393
587218851317515 899 218 574 493 291 880
72879274177092 592 640 968 422 594 76
26267572141532 482 709 927 602 49 671
790300982876479 954 551 229 432 554 257
15055130328925 432 310 290 82 662 749
6493233642151 365 352 776 598 410 378
253562534991409 760 319 710 377 837 74
92359271463210 621 263 25 49 593 531
132209075826 30 603 299 281 625 938
55016727 25 134 652 272 186 516
27133553451789 486 380 811 208 418 718
2733148053593 285 961 313 597 966 761
2165464610711 278 843 75 24 658 335
659129467065983 920 469 760 131 98 233
8529931967139 383 733 231 938 897 31
28766195710713 491 692 389 3 75 557
1435281687185 270 145 371 190 896 285
1798449483 49 200 438 824 656 426
128104901150730 663 18 824 722 996 717
319880790649762 796 747 456 197 766 558
12413562059274 415 568 297 920 878 798
12783267086235 417 647 985 292 823 7
349585840225344 810 976 97 942 712 587
112212665360049 645 872 380 344 405 719
66513193185 146 115 7 923 720 284
441436103258532 849 761 885 225 420 122
2683308625854 306 146 396 545 122 691
87651799323 140 430 683 50 873 387
107379815149284 640 278 698 88 692 240
591301080832006 900 949 110 927 854 24
881119933337907 975 395 470 777 48 82
163410069458 173 305 592 314 501 613
418211907004426 840 159 877 420 363 815
72002241699346 590 845 271 849 311 72
753631528027497 945 77 191 874 399 429
41830284066692 530 325 750 590 251 226
490227166095990 867 764 375 175 644 23
555556439110 223 254 429 47 406 647
234165773176706 748 302 38 669 954 371
641879174345938 915 847 935 426 315 416
1011592740412 103 1000 12 556 480 361
454482635140 59 821 826 846 26 264
353469262205 204 131 508 873 377 522
1277324427889 263 372 479 828 45 256
970789458312431 994 811 995 607 442 192
347554394477 101 762 469 570 219 160
179744434648039 709 876 709 489 338 116
281416892029466 776 408 922 583 936 723
218918144572636 738 72 374 25 883 328
18658528345579 451 115 739 632 334 156
4078207974 31 265 959 951 846 480
11305058864596 408 48 902 856 438 926
3801091546910 328 265 600 709 688 520
530797595676077 881 497 859 88 566 720
101645751419463 633 360 634 123 403 648
85959477956309 612 571 529 818 854 13
38386913671885 521 145 973 490 956 530
21064376813459 462 358 141 24 181 747
10827445992956 403 667 657 722 930 133
18995289647136 452 600 946 601 272 767
465526661761829 858 859 501 881 542 978
908545212484680 981 237 117 421 231 179
436439815304973 847 845 678 253 84 756
49456209156728 548 437 643 312 488 706
141876639372 110 596 741 818 877 42
225039568162 154 610 330 984 688 466
128348311214829 663 702 172 206 124 988
700344328 59 49 273 920 684 41
669915222449748 923 364 394 972 362 539
53492448376537 556 774 853 152 875 435
298881310220089 785 943 381 977 499 328
462741914119522 857 825 652 82 443 123
126186639821387 661 205 6 930 559 188
134235442857 123 571 604 289 579 329
122413000094965 657 122 296 291 234 263
96084 1 23 57 674 106 655
61620325433 131 390 454 755 955 736
45350281106257 538 726 43 250 262 308
9850730353114 390 954 88 242 459 429
5481910447778 353 174 564 4 161 588
263723016145228 766 226 406 504 803 985
761735133770341 947 556 886 460 87 247
6399458524961 364 312 474 78 724 423
18062359085 110 219 700 734 119 711
995050954833978 999 450 346 650 50 15
3917943753928 330 262 675 653 873 541
6911814814367 366 766 365 935 298 147
82583097160 34 536 110 398 157 565
17445173766399 443 787 16 138 773 980
4881915805643 330 992 176 682 36 605
242907103486 69 701 509 783 619 163
1568457418288 253 854 288 672 929 210
911004061017 246 318 493 288 904 630
60700293730317 571 208 760 166 333 271
597079903910869 902 26 685 856 102 28
968876789 63 34 292 777 154 67
967032132581 249 320 862 67 154 39
1149689201563 242 752 469 552 936 536
446323009817282 851 199 370 113 728 989
730045042083284 939 437 119 304 112 367
571343934621626 894 725 351 259 40 29
580721777033248 897 299 475 739 604 722
34169814198490 509 259 650 220 624 536
22856731231245 469 638 797 436 129 968
85323452012237 611 642 854 221 614 319
7618798318185 377 237 139 405 590 591
638249574555322 914 786 696 718 188 512
38511161166803 520 837 339 855 338 68
597080765887000 902 153 191 244 912 402
69102871431237 586 191 382 28 193 447
303829752258373 788 19 820 145 430 309
188177495837 177 347 362 657 179 991
94069847888517 623 684 690 648 675 115
600404505439718 903 292 454 367 935 641
128105426862975 663 80 421 651 803 439
1559301076 9 199 208 690 203 845
150849303265938 685 421 33 886 346 437
338492166674733 805 816 35 415 804 528
3684489187132 325 492 241 562 62 808
21847827729664 465 573 616 318 441 935
536792322441275 883 254 900 935 738 703
25480776069725 480 174 813 208 396 742
104880619631109 637 128 901 624 225 548
13224895291417 421 38 823 459 951 537
123332275225 157 409 341 585 662 281
653628620623 55 899 399 343 683 20
15872443885123 431 1000 516 627 789 652
47464548510827 542 912 724 344 591 548
167656262943346 699 941 904 487 850 413
630969161654048 912 472 685 53 699 933
965492483685986 993 286 924 307 514 380
677187167912649 925 100 230 453 891 180
577063007 10 155 62 190 87 433
2935361850319 309 587 738 255 947 79
15136451782143 432 549 677 944 347 352
539173819428 222 29 357 998 375 435
2504577749131 285 889 682 914 913 706
347086092763126 809 863 17 880 455 294
294387684277798 783 524 652 274 726 687
822011640425 62 952 663 612 254 558
1611650474964 272 592 136 937 320 235
27338544052269 486 689 372 489 391 220
30657909013 42 418 108 50 699 568
46773502062792 542 147 456 596 569 330
420604776354 211 233 829 696 604 271
1105663237397 255 409 806 666 978 33
252845436777305 759 989 459 114 472 858
122430445547117 657 365 476 402 399 810
531389837368 6 854 800 96 848 792
103307514573411 635 502 964 654 250 960
30019764301193 496 115 631 617 443 123
5596624715095 353 583 418 163 16 234
13778973009575 423 698 996 950 591 11
6905200816349 362 911 288 193 579 376
459621389981072 856 427 171 211 218 837
272448850011874 771 302 475 644 604 34
95382097741525 625 348 43 899 592 100
62854116576583 575 114 988 684 37 743
321870576917462 797 733 216 889 23 968
854773199192688 969 822 306 347 497 755
677186879580602 925 47 590 759 259 778
109440214500693 642 784 216 40 103 678
197832640906 181 256 899 25 592 791
2116050183434 272 890 585 192 630 605
296595545460579 784 795 878 391 82 209
188178333396135 716 214 525 59 116 893
1894267480792 260 917 988 321 46 376
2488522010395 283 906 784 5 132 23
690428997058 70 911 274 238 750 653
1481138558687 250 843 764 821 25 384
571123945360295 894 487 5 422 750 463
14321430834507 427 597 899 338 234 446
133587418750193 668 872 541 766 622 202
165107112567345 697 883 343 312 280 382
18082092592405 448 435 452 340 194 686
27986288360932 489 401 302 37 568 885
80875246753729 604 836 33 341 544 941
824193116103287 962 735 707 976 31 66
951084871789870 990 555 386 614 561 526
748221838554 92 928 190 129 208 129
93099939862231 622 46 817 274 418 964
355533059426070 813 769 470 329 569 558
769718384811333 949 200 571 515 43 437
4960417987727 341 769 351 344 770 142
466809016971 3 827 983 887 462 425
53745312864452 557 603 854 77 567 234
100035061377029 631 190 365 239 793 971
158695275607699 692 333 359 632 841 952
133973665520 16 605 119 940 2 536
34502591991554 510 91 119 953 285 514
1215070654 67 161 931 265 799 733
2252060702283 283 813 372 179 236 112
385235535413898 826 925 170 61 557 279
16178193464876 434 940 16 518 386 644
473168413167207 861 37 247 232 819 917
142222099204479 677 297 185 458 696 112
248656821283173 757 513 33 10 960 22
85390956821 151 289 444 411 912 690
149720437574683 684 168 842 29 189 553
515931982451413 876 541 613 274 14 385
14871921189004 431 106 923 396 125 103
118814065510601 653 537 833 866 101 517
425847483203683 843 581 224 636 326 981
874473700502 244 314 485 140 429 618
74044754107768 593 920 631 270 397 499
326310860702334 799 906 291 764 691 155
14531833994294 429 188 483 493 50 853
65071675756700 579 74 536 603 507 771
309912965694 160 673 447 26 605 645
528227267585533 880 839 536 522 967 459
18046853168824 448 167 672 52 737 194
487688568273 91 833 323 470 219 79
48544494170423 546 376 615 794 792 860
83302893633860 608 684 450 335 147 874
15503916644 7 354 585 367 906 333
710323708 68 16 906 940 267 813
33170492436496 506 35 374 642 412 665
794474514728421 955 583 428 256 811 910
30938899740281 499 115 283 711 902 731
5494184420 34 273 473 146 60 766
23975190744804 474 469 726 800 298 737
145417718838393 680 396 612 618 720 127
33866767372672 508 434 96 849 784 271
645397099446861 916 849 552 631 433 228
8154600779457 382 380 787 32 189 207
197937010816 45 667 558 220 447 815
130058544499367 665 316 924 669 554 807
593778922616827 901 184 279 232 836 161
237308679722929 750 255 618 118 287 931
118216597661595 652 791 284 663 797 646
859067646657438 970 760 93 613 495 687
26417767605659 480 984 530 806 83 234
2200184439500 275 890 118 331 154 172
707058891706092 933 527 258 582 908 780
340508613087456 806 772 663 533 574 564
565597246133862 892 971 512 517 271 289
277793906044232 774 329 638 832 635 132
2272382304051 296 147 703 293 436 392
552182049428170 888 386 188 647 704 307
16776135093255 441 557 69 379 468 715
227353087374607 743 979 924 174 735 298
364752147902941 817 929 532 54 35 82
3624788482431 324 483 468 664 307 547
110771715392758 644 6 488 217 949 344
172936501618032 704 311 363 188 606 520
3167253789968 295 983 843 854 136 189
204674569579060 728 662 699 201 916 138
2705131245329 285 953 28 366 785 324
701407478527 234 100 651 335 554 665
32956035392130 503 933 811 463 785 749
27126063620311 486 341 885 150 303 846
190887578715743 718 512 741 917 752 791
14594527671755 427 795 387 138 478 210
181863714518 100 644 522 699 326 445
51256835110175 552 287 505 413 481 713
23126350953 9 390 201 954 944 607
267791118013 193 85 359 604 736 134
86556923316782 613 101 600 148 977 963
30634102002059 498 254 343 48 462 932
5799416876991 357 182 804 871 893 758
564625391560 151 835 33 715 23 383
4094699124673 333 83 341 208 505 567
22339276438923 466 777 628 844 457 757
12916865641300 419 236 801 110 192 884
78059176043 139 405 902 280 898 349
617916607685 228 222 864 325 184 696
443946075321617 850 701 893 272 484 17
216550717734 185 80 575 984 105 395
1188136931069 260 25 102 782 730 140
481592173535460 864 592 423 881 22 404
858746262844025 970 337 871 673 967 935
773050159497 204 805 577 655 276 950
128217045369016 663 578 301 847 435 36
240485805381767 752 108 90 922 766 151
357372628157648 814 1 847 550 579 117
13230893934185 421 273 481 597 80 207
14742215925774 430 451 70 428 997 548
6687833353448 358 948 703 791 385 815
14744462201092 430 457 18 665 999 459
670710745238 215 678 27 279 146 265
26145995656122 479 982 168 618 977 784
607083524111510 905 299 616 581 622 777
60701504490029 571 230 537 911 969 451
69851894751298 586 931 992 707 660 122
8888053888792 387 675 623 55 820 952
313723734307729 793 602 667 932 563 788
416102242437194 839 782 608 768 626 737
12762582489055 418 207 539 693 187 625
156403764731598 690 170 590 38 18 542
751474603678 154 903 325 559 335 604
13997127501474 425 602 56 793 868 588
749655027814505 944 235 785 861 983 437
913218506545388 982 438 794 358 325 121
1174540773596 219 905 260 598 398 876
61975722682752 573 674 173 760 784 656
301921489521669 787 345 219 450 633 713
549059258922141 887 194 12 506 792 868
592111435742 82 876 773 905 709 237
-775862891 46 23 994 491 786 799
965891181824 169 954 653 929 216 451
10146356564 99 187 837 287 307 763
54594494964365 559 326 176 708 30 428
127150369279376 662 308 964 795 323 274
9497725332598 394 246 859 376 949 572
6484853804546 365 284 68 12 168 337
359722520798058 815 621 113 276 374 49
358014744202862 814 895 510 606 183 624
-137253484 32 87 611 671 70 713
10113054841473 393 927 592 96 110 521
1502829509893 272 347 792 981 150 937
1981423160744 288 93 194 531 747 481
298288476485769 785 667 372 134 757 780
49754553740691 548 761 941 289 712 702
364692272873794 817 910 978 414 65 810
509109202099 188 724 794 385 947 807
135013736505531 670 188 286 36 8 807
38303619979628 519 897 113 895 62 88
17451989313430 445 216 720 67 891 11
230234167785 91 688 393 692 858 905
481723533715689 864 710 194 789 73 387
601123100846769 903 923 224 2 60 347
6945690221094 370 326 41 391 988 460
72242250863335 591 614 613 644 202 919
641365230590198 915 50 451 758 505 911
54398215242201 558 741 132 463 57 320
420717969325055 841 322 243 913 691 301
119812181222862 654 641 344 707 471 83
21048418884770 462 183 869 236 503 987
103371146552937 634 984 959 391 812 853
167318289166709 699 817 562 747 747 923
8866280487077 388 520 648 647 269 785
34841356328617 511 42 913 588 958 321
791202015477 238 408 521 807 726 241
5485118448255 353 252 444 588 349 693
697158156934 124 904 44 133 408 297
210164256235063 732 215 776 821 847 914
692090720266537 929 606 659 961 539 871
60697942687773 571 49 974 504 465 576
233261773611 48 695 674 383 519 140
21974868661772 466 86 605 544 949 12
96313529696194 626 652 50 85 173 744
283212102786158 777 260 576 17 491 969
16978041598437 441 739 444 682 949 348
1383098473636 265 527 964 329 887 698
311639122548481 792 370 338 414 416 891
559163601803521 890 933 455 309 162 304
277067077002 177 567 245 273 526 550
33276642371733 505 811 265 194 746 952
296201904750998 784 279 973 238 697 675
565475759402126 892 936 600 709 250 719
10683159297355 396 986 524 660 564 563
64419769135 55 504 847 870 454 603
557246167350 20 864 237 27 815 545
301917555626560 787 318 152 689 621 975
111215929773 53 577 353 626 953 637
872190666059983 973 555 297 416 195 727
26287380245259 483 163 82 906 854 463
441488940598303 849 789 192 993 156 352
19695996727 53 374 660 870 638 350
4554745661167 339 528 452 712 888 620
386840574381383 827 253 485 99 158 263
1150803101302 238 789 713 654 420 716
762055876482109 947 803 550 301 688 132
129245958711 129 554 877 669 927 543
377577710032698 823 291 978 745 588 613
377772021381733 823 670 988 455 358 849
735360521805 57 926 797 376 157 212
12879432826 22 337 287 490 362 484
111021662228695 644 707 264 489 289 636
242152915240941 753 503 79 164 238 504
816809717514 110 946 554 689 414 819
290584317600641 781 331 856 729 478 828
1615338539549 250 894 129 826 727 989
761640044937302 947 93 665 791 984 444
5880522376187 358 59 118 820 32 238
9018696745771 383 939 3 173 851 790
158773647000 106 618 780 69 607 772
65365018316873 579 736 600 291 992 275
425741427135137 843 298 182 124 698 24
465132417376 85 824 679 771 902 841
189093148911 179 271 405 410 337 909
109269781835776 642 675 617 407 409 216
4357169002451 335 610 755 305 703 943
4836931633 83 175 342 736 383 934
946271555486950 989 523 295 789 73 673
10114853175623 391 994 365 695 955 851
34841678749454 511 8 758 662 432 225
634428021590999 913 452 535 268 482 415
17449409112062 445 121 997 736 984 309
487859222583 204 606 676 100 962 577
7051206709361 371 390 814 205 959 490
140655244444 166 348 392 773 483 84
57575798808198 564 844 82 428 28 390
210603997106 184 12 671 162 373 122
6196881818 14 290 957 458 126 903
3626691273 77 175 262 163 967 89
86444124040 152 275 744 612 646 909
4369717163694 335 623 408 70 298 622
550639879459 223 14 941 552 598 171
11042167586818 406 323 472 21 757 71
487431770824044 866 777 826 619 596 788
19087071119427 453 326 728 759 744 607
9737205353048 396 58 981 813 11 893
662671601436382 921 134 163 43 124 425
863597505790433 971 809 775 29 644 923
137376658288426 672 762 563 766 591 248
21276717431930 463 16 253 895 766 467
391859510821 207 330 390 898 616 500
336096201770191 804 614 634 649 601 5
133013990490403 668 261 351 848 392 505
913491895065721 982 746 262 795 685 281
28832918806955 492 255 341 173 713 33
210063922011 178 421 343 958 111 100
18907669198526 449 901 348 959 680 229
294498855997049 783 657 325 860 673 297
181207011686855 710 941 25 689 365 65
45326270274439 538 710 683 967 57 234
885712762269032 976 547 559 932 982 940
484621053654648 865 774 106 682 12 569
21922078762110 465 653 195 719 243 117
2687685700810 305 470 780 790 495 900
1188024972947 260 15 483 517 327 65
655543882467505 919 438 637 495 431 497
380682364430 207 158 77 303 772 785
238974573760850 751 538 528 79 429 407
3943509182 83 46 22 742 578 411
7828141137 95 98 124 210 872 488
549058242974163 887 160 634 728 117 215
20094354004975 455 878 970 986 163 995
126638495258154 661 821 892 502 957 1
15714244809960 431 958 856 589 491 49
40990122066 132 174 105 450 308 325
3481585612160 304 970 440 124 725 287
591841737740 49 877 54 142 525 647
116088145869251 649 987 510 277 645 519
162203290240273 695 476 882 404 585 101
652039080525876 918 549 758 66 939 14
95586232162477 625 684 446 88 933 631
238490457888 11 699 622 147 793 544
90588488137177 618 816 304 21 389 927
7067878841 29 291 498 681 883 359
137893283963 161 417 804 60 539 706
419407649722 209 379 149 125 426 190
2467278976481 299 528 595 247 272 682
126802687272 151 469 436 726 873 257
946379664370279 989 654 341 275 850 370
475283588559 215 355 46 503 224 168
24746662280905 476 747 991 227 695 797
1559040301691 274 348 102 886 350 223
2480069902381 301 316 876 688 222 610
108921810287093 641 917 984 482 518 475
429837222241 148 774 398 167 374 748
118649993374 24 587 441 170 195 745
558408155781412 890 237 981 363 241 388
214635982732019 735 603 955 516 756 366
4142284214107 320 942 831 841 230 731
37308145423947 517 781 531 325 769 266
19754719342554 456 443 341 397 29 172
150059153674288 684 763 171 944 957 613
57684521864 70 487 626 830 808 41
4820216745815 344 236 387 546 967 265
64129776699294 577 646 363 480 203 245
16260234280788 438 612 633 375 483 963
38021109826838 520 173 574 153 200 668
73328612412833 593 13 15 661 66 727
3666382561186 309 960 3 21 214 429
73353176115793 593 399 921 597 113 450
237309006286485 750 258 482 53 306 198
165704198490356 698 383 31 554 670 234
5013564959287 340 828 142 227 804 488
189496529098436 717 222 334 556 754 817
2445116561111 286 854 664 672 775 576
5867566146784 345 995 566 179 920 931
36292742750635 515 506 502 89 881 502
317591917958837 795 398 722 393 543 858
82857718776 120 491 526 294 852 645
2395388534425 299 274 257 719 937 87
70288656861883 588 26 608 56 735 660
80387016182600 604 137 503 368 695 679
742016389142567 942 722 536 58 876 401
15950860446842 437 343 149 891 361 381
4786119177071 343 445 869 380 763 269
23467609086599 472 450 332 209 981 145
87978395483996 615 104 289 58 529 747
14892860424564 429 776 768 298 661 312
25346355735 77 389 637 383 297 710
10035831030550 398 472 704 987 135 468
4831103559218 344 344 417 951 178 682
849920353315174 968 232 418 63 533 666
634452575092528 913 508 770 978 576 85
1188170435404 260 105 446 426 74 815
-300098848 27 101 748 273 219 344
3548856787572 323 427 454 794 975 383
240491103346043 752 273 495 190 816 539
19501651280032 455 160 205 361 232 189
163552234458 22 636 412 504 736 98
30336244793337 496 750 128 262 706 545
30357864174032 497 430 187 104 135 739
288718882150162 780 195 82 79 686 140
3219274933974 315 586 216 849 620 510
1217188569846 246 750 487 635 944 594
36936677220156 516 773 916 841 139 55
392482018070090 829 986 184 363 987 679
117025920059 161 308 530 914 272 576
571912646566378 894 959 952 631 340 830
136167017607 79 604 91 564 343 16
54609953170297 559 406 751 812 71 470
29535476247010 494 584 674 651 869 154
6844110075 73 272 889 303 923 369
11849903657259 410 717 158 451 664 535
37766264814 121 330 312 112 730 699
3798900977707 325 645 438 328 590 711
506925863 7 179 804 808 438 593
12767782747913 418 288 14 967 783 203
380839001709044 824 992 676 771 675 654
150092274725030 684 781 250 826 70 189
170821707535737 702 762 584 966 644 63
2098816584086 268 920 471 16 681 932
109985611763 100 563 785 527 200 700
22814377579549 469 592 48 638 787 71
115244816496 85 578 930 320 129 866
14530684182145 429 27 240 390 460 705
