f(a,b,c,d,e,f) a b c d e f
82406596645461 607 247 592 997 721 543
210089768112 149 608 114 139 498 374
16015977239019 434 887 779 744 513 116
16878261640432 442 306 712 452 182 198
956178597476483 991 783 286 908 489 870
872534842447784 973 814 157 964 822 582
19153295398798 453 527 71 686 715 374
171373325752144 702 971 726 152 998 857
336311170612 202 91 432 385 459 343
126812296131023 661 890 4 738 847 201
69592467159 35 515 930 351 703 605
22065648747819 466 549 612 360 199 811
421015283905370 841 745 129 487 324 422
783457639376 170 895 553 48 145 935
726457723276845 938 757 703 568 685 950
779807652939 239 14 154 586 371 631
133054017095359 668 461 815 950 119 656
595201494583 217 582 889 748 1 170
293259111299140 782 952 629 984 925 572
11668013561971 410 536 526 335 664 932
263885750706 186 451 474 982 515 656
26559965440338 484 93 318 154 523 468
305609965631 84 741 396 326 366 90
51584691934540 551 945 759 184 524 935
17232274512 109 214 631 690 200 48
33660180520 110 364 48 710 73 313
256923851218786 762 364 401 355 449 335
45311219056011 537 900 263 710 153 138
88035809327 130 475 51 244 706 403
48221542161 136 203 136 370 934 456
87977968594674 615 42 696 544 959 636
12399682860662 415 548 118 853 553 497
247626512137 182 468 328 116 235 330
385346128444 202 472 848 936 555 457
885624240737865 976 185 699 816 562 585
617234024736946 908 417 979 27 708 861
91341447 40 72 336 91 151 405
571083094074355 894 353 506 572 659 235
2695608043 75 142 438 226 891 827
5607752658203 354 471 893 43 978 834
20056808451 3 379 832 13 712 970
744639696010 57 929 929 468 281 612
418211932741905 840 82 380 243 961 525
235938586952065 749 679 944 702 850 467
30026752678239 496 292 710 302 69 196
8133760718459 382 22 781 219 457 636
27460304398 67 405 926 27 438 977
27959641552135 489 10 935 80 144 837
90156730373176 618 331 752 651 474 770
11307777598295 408 212 310 312 161 918
890234229724744 977 504 258 931 109 303
93807487504841 622 917 444 511 386 375
1234486184946 262 60 413 214 106 791
88838237494637 615 963 428 286 73 494
2775351497341 301 743 562 845 91 831
730008995251307 939 192 979 564 860 427
603833980731506 904 569 20 124 504 733
11028073581711 404 718 325 756 576 904
251888842455520 759 98 397 586 878 214
2794054331896 303 700 45 743 424 111
52688277052426 555 419 849 112 416 351
60365308661558 569 922 838 504 137 484
714995311592350 935 797 279 782 941 210
22602401016 79 375 630 72 47 873
15315935407976 431 816 216 494 442 849
19502407861022 455 194 236 817 648 942
183049869422527 712 517 324 15 209 174
1588866915177 267 694 320 95 411 68
48082096617229 545 102 217 390 908 403
111972675918279 645 763 921 8 24 522
38420726510205 521 429 813 856 817 47
239720012645 179 488 912 387 378 773
190159004385398 717 903 292 393 481 974
8329460578985 383 545 304 65 596 20
10286170085004 400 464 567 914 697 40
590867513194650 900 784 661 291 56 748
177804290849 79 647 797 629 282 231
108453180 55 28 734 560 3 490
88285464789 154 204 399 874 217 417
1368629152806 208 995 947 663 364 509
641411478733728 915 465 839 416 180 351
129905557362 128 556 268 503 774 53
7990632120026 380 509 197 81 160 597
107514820353 160 228 356 999 202 912
237306931254061 750 223 612 582 332 634
722267222687001 937 139 768 984 479 872
770001695258936 949 731 935 430 579 232
3035266349476 313 420 104 796 232 519
441417746911921 849 750 421 458 15 660
711634146441606 934 962 987 506 362 981
114254876861048 648 101 563 808 451 967
673615160752197 924 533 394 211 98 327
452163198538 188 683 668 930 242 709
88973479759271 616 726 615 819 140 335
124287171060076 659 1 604 5 921 714
30236174947313 496 682 182 337 830 362
26398992469755 480 979 238 136 25 385
880116187679 115 963 220 206 957 480
1851833253 41 208 514 1 86 13
164511114334432 697 331 503 954 498 529
185619051319331 714 487 388 806 346 866
22502401046 90 359 234 803 669 317
999999954683332 1000 136 729 832 528 445
627913974460935 911 817 162 710 886 195
837226122610369 965 794 302 187 528 41
75254099778751 596 477 33 962 843 66
85870067858442 612 363 852 975 867 615
900989081975 246 176 954 837 98 152
36031169984 20 438 919 393 271 543
137076422152412 672 439 742 551 303 573
2863889418653 310 177 193 531 363 575
100936011822 61 563 723 602 411 614
802711789156607 957 23 445 730 148 456
11146255423536 403 848 870 613 78 786
103247171215638 635 228 758 818 851 350
2284538130104 296 333 276 543 463 377
361811470166119 816 405 858 724 597 309
224927418727219 742 330 237 686 391 963
163990404629749 696 904 167 396 715 469
172686588801272 703 996 212 181 421 799
54108174332416 558 332 889 697 85 59
214520607786865 735 360 940 348 270 872
298089678780612 785 32 974 824 611 400
51430349318682 552 652 816 481 979 870
655509469435575 919 228 829 374 167 968
92702976398 138 455 590 66 927 612
470182205805 216 17 142 866 45 85
93858831316803 623 303 960 741 231 7
7694661928927 370 934 904 261 992 202
1793873742724 279 567 161 636 594 255
1797183116248 246 973 219 278 620 392
63955226349339 577 106 830 833 954 199
3576589650566 324 280 289 508 990 13
597543454693226 902 825 274 841 478 74
22450425254053 468 80 657 591 688 599
418150032073 211 86 509 812 592 31
113992289909140 647 886 8 536 692 401
97710176878897 628 424 778 504 290 511
175238205763 104 636 817 338 450 448
285869315747380 778 956 939 734 187 14
4049717890091 326 779 831 453 417 755
488664310047 165 778 136 933 283 506
51281257590868 552 420 338 596 506 206
670842718564 83 904 979 522 322 160
50613977451582 550 731 120 879 12 370
670104935142010 923 675 729 259 527 245
218918825177756 738 160 58 19 806 875
2432190268 79 18 864 727 421 289
854773211458237 969 822 254 648 741 207
863178037211905 971 303 260 939 375 259
84581160030141 610 591 776 457 977 322
3779303852064 320 807 642 605 551 195
1178908582977 217 914 529 543 443 207
39897058092 21 447 313 145 789 873
11307788799918 408 217 600 214 57 958
546526303450742 886 864 904 52 842 920
2481263034939 282 914 217 732 740 532
53633831272117 557 377 454 589 519 475
234218495217 188 97 896 993 628 283
806583108084 240 321 667 464 115 787
350835761936113 811 43 697 310 211 613
20035302189851 455 855 464 855 429 911
10630775082170 403 178 318 257 830 416
546406542447997 886 813 498 311 327 214
418231950111814 840 379 855 127 638 543
688271875086440 928 424 736 714 998 440
3583557180050 322 591 391 445 941 542
854401709537690 969 540 2 739 817 293
539218446238 222 12 57 190 390 483
496177161512 91 837 951 648 146 857
3681353302925 326 67 889 412 906 479
25479661081442 480 65 910 767 691 359
590490921305402 900 185 630 809 794 174
46492337051057 539 1000 836 75 984 355
828192261133564 963 78 818 242 568 87
9187247445582 391 470 618 228 994 441
79777954235242 603 483 191 884 475 990
63395424479 113 461 579 629 944 211
1507529926019 266 648 791 138 832 928
512931944958466 875 390 500 853 43 695
3298978213514 301 954 470 61 771 725
14872611748477 431 78 187 5 835 633
975306848783194 995 491 290 388 413 957
75318437854993 596 584 596 991 595 31
63522619095181 575 904 513 332 91 424
881207153029451 975 579 975 865 354 151
3150858569831 316 175 995 947 415 143
1622829149416 276 382 320 720 889 655
4988587019327 346 417 791 416 835 450
235086866495 183 417 729 615 675 230
-47524387 34 28 454 943 845 409
770598518196044 949 969 465 487 201 711
644881851737739 916 254 289 116 236 124
42562735976 127 313 419 579 397 691
139091094277200 674 49 384 317 419 143
9140728225040 391 228 871 829 801 514
8237421086791 382 567 555 259 30 824
2863306138114 310 149 467 751 317 208
157560765583391 691 381 443 439 22 865
283616919724 106 721 14 381 767 263
89729176859 154 237 350 882 789 603
418344801640012 840 604 614 742 216 742
121942790770968 656 823 250 950 121 880
742627155654 84 927 109 115 639 264
31565642763480 501 215 627 578 883 776
239944560731 185 393 848 524 609 564
416352950100873 839 889 546 218 692 59
40265515608917 526 183 888 434 971 87
40897043265 6 450 478 421 293 127
6681064688226 365 671 100 887 536 597
74636848304767 595 502 594 457 553 450
616227065473 29 886 230 271 129 908
115613027897 124 542 80 525 962 90
774752297556538 950 993 977 656 249 65
188178773137877 716 236 892 67 702 404
1468743184862 231 949 444 64 853 977
3245103863516 306 866 627 487 318 882
4338313430379 328 858 6 753 465 113
105849462336219 637 992 131 661 321 275
49651897889 136 237 307 700 282 613
3671212163205 323 628 321 746 609 712
156403251482149 690 104 74 320 570 627
226911908998594 743 831 615 121 84 100
152079058953496 686 630 760 848 402 70
182055515311593 711 774 783 445 798 710
3880153795934 328 538 31 939 745 537
14632586637253 429 565 249 527 721 480
14631720660856 429 564 545 316 620 180
521876027565794 878 581 431 807 658 231
1587290342799 273 516 31 971 711 779
2086444775000 291 61 664 192 600 860
5049687046883 346 549 40 803 105 198
40062148579 132 47 259 195 148 102
268332486124 192 294 387 399 559 441
44240855521806 536 6 353 507 277 527
3694973025669 325 513 578 186 316 33
737895498121130 941 531 441 161 589 279
2241078333 74 93 375 575 236 72
531013479311375 881 725 264 541 762 790
75202028697091 596 71 689 193 564 446
375533711979 200 486 634 151 941 575
59536420073758 568 803 702 823 756 538
6840463817744 369 8 900 134 152 513
251863121153 62 708 683 792 876 944
3295351115390 301 953 641 349 352 228
970912279374 209 870 914 223 288 758
8908252646943 389 174 152 563 553 510
2027751408 70 184 928 924 419 81
641455489172297 915 548 211 793 358 786
148772973703063 683 616 71 298 455 642
355496316891574 813 748 568 206 278 213
155079393171135 688 982 375 730 246 390
322701623851 129 732 505 204 581 66
1969808303691 262 926 77 114 210 492
330578650742078 801 959 661 228 441 428
1126692692 60 145 453 415 603 726
328804320750 54 757 342 470 480 63
25491712598780 480 329 737 15 3 234
8755442012987 386 657 168 372 81 789
10023779334814 398 440 629 330 97 608
41823844111385 530 256 54 233 834 486
195403428256133 721 867 929 117 402 381
487068227678695 866 160 649 351 756 461
279665263641615 775 538 406 876 463 181
8287585336000 383 464 317 607 324 323
221540460768 39 686 218 569 489 527
425762004742120 843 413 860 904 783 229
975259455869260 995 324 682 342 108 927
567962357157126 893 535 799 488 342 377
142081325668190 676 978 858 733 95 442
192284000210 178 347 967 503 640 481
247697854594926 756 930 551 18 672 611
841307824685805 966 606 859 222 653 437
580757498922803 897 457 220 390 890 465
34602974324664 510 563 272 457 515 379
1305935310191 248 779 761 957 142 924
6072111640175 348 992 465 160 172 404
338048734652513 805 69 449 233 177 706
867630026904004 972 293 958 794 457 232
872148964641641 973 482 937 24 801 700
325961102850 33 756 901 12 285 565
101673176413 150 401 495 813 418 956
3353036293963 318 564 333 390 696 130
33923636125401 508 552 793 883 584 807
542923514636905 885 409 476 421 238 336
2279315024281 296 290 274 727 628 774
504184948208111 872 305 144 930 439 469
3839846193313 326 631 897 81 81 127
200754137058 143 613 626 95 590 445
411233428829154 837 813 781 855 887 35
-391258266 22 119 842 645 512 712
27393356717330 487 77 191 329 479 145
970394981318560 994 439 187 442 496 760
59704264733619 569 497 145 982 632 700
466146505824 208 527 681 317 289 250
364007475815457 817 154 817 406 453 598
558411736445427 890 276 224 517 512 846
811146836779379 959 332 487 312 928 467
6774945827 92 126 408 355 59 117
4225043842982 335 278 412 744 361 374
886599625923379 976 994 51 242 961 155
1800142402025 281 469 613 556 545 399
890172591698316 977 232 304 122 889 136
181697103508274 711 27 69 325 226 240
41012465139 128 288 610 62 135 438
4126055795507 327 789 693 557 814 845
718466916683556 936 462 241 998 567 200
324153984720280 798 861 99 931 5 634
89421822533946 617 248 518 266 8 631
34842366508096 511 149 622 750 611 631
114947529480 158 362 884 488 408 984
1000274568328 50 1000 336 684 143 557
176365924044076 706 992 95 592 280 707
5314360419006 350 500 689 111 793 871
79071120397847 602 291 896 599 410 181
485863320027 217 262 266 527 96 907
87980808997380 615 227 530 392 859 913
58541101940872 566 821 870 785 147 683
1330108516982 265 391 500 511 403 282
362017092427940 816 694 428 716 5 899
741063496242 90 926 474 961 468 661
502611829705 182 742 584 984 78 819
1044665997122 253 300 238 708 786 407
144400982165774 679 521 501 321 675 399
778065216089012 951 672 914 455 905 789
889806403648 245 290 116 743 452 224
8161385360985 373 985 406 83 480 120
27962748474713 489 225 649 170 930 988
44620448302455 535 943 385 49 269 386
3571335131391 324 181 590 81 361 204
65189356204 44 505 237 983 152 273
481856444602413 864 789 800 129 656 363
2972830466357 312 358 396 853 110 802
168069998624744 700 13 112 300 41 770
54588509051 44 483 55 214 841 626
93128374523433 622 411 862 332 528 628
795334373882708 955 994 969 602 816 328
224095766939448 741 912 431 337 557 308
1015735953339 245 604 448 633 859 258
467765193090756 859 510 924 398 465 618
2565670164016 303 334 900 463 141 533
594130991833355 901 771 550 341 891 141
433799048806914 846 813 935 851 400 101
178509428827909 708 885 382 453 428 603
368516437493069 819 422 261 648 57 790
1847458345980 284 4 417 781 305 927
103255045687033 635 320 701 717 866 676
114443322019599 648 659 612 997 331 270
166872881531750 699 74 419 430 655 649
213051217063868 734 212 580 268 789 251
318929015047 24 752 956 534 126 563
7962260633496 371 983 403 839 344 768
38382422591 118 358 973 670 467 307
13633754701700 419 921 329 11 11 787
2098108609863 282 749 66 559 148 219
45021326563061 537 778 564 868 964 260
528097909493 221 188 694 246 500 694
210162607523736 732 95 393 29 789 318
89493208296719 617 524 713 476 445 262
18898356712454 452 423 580 361 50 970
238892967778615 751 213 323 931 133 906
210162000395468 732 81 857 194 50 864
2362204924018 273 959 185 338 879 72
55567345359832 561 162 172 757 565 621
299993556198952 786 17 822 194 836 473
98022796198 158 33 763 220 185 51
242209597578727 753 590 782 220 798 484
238892558395913 751 216 825 7 381 63
255300870474426 761 525 520 852 921 227
965486674060113 993 98 55 677 23 779
1067402478 42 179 448 344 15 598
4679130507843 342 140 223 900 814 464
604426096169472 904 914 983 719 172 828
2193151704539 264 977 713 396 734 841
761918871229 84 933 243 619 316 656
71614881668753 590 592 720 561 607 289
990051067170286 998 330 893 723 869 683
9644272195608 395 413 854 230 336 270
40266160590678 524 934 623 531 618 536
129644614538875 664 869 516 698 68 460
995608741291298 999 880 981 896 691 853
580762663063525 897 470 294 738 225 489
8213239587263 379 792 303 609 476 710
604147010212868 904 804 144 261 3 508
11332796673148 407 638 929 141 550 803
16513062128501 440 387 997 940 395 778
102220198225 156 318 734 661 464 852
42801802474582 532 658 613 903 230 118
151147919143298 685 758 454 891 442 408
9171094472 17 312 674 775 882 646
397073256122513 831 943 597 555 224 755
3043099567243 309 690 847 770 978 369
20151496838693 458 72 986 314 245 766
762712161955 104 931 900 284 769 757
5712842458044 347 909 935 185 739 27
50340173583498 549 827 534 419 692 901
84459517473500 610 15 483 228 907 327
30690013151096 497 778 337 129 23 784
40930567786 112 391 403 317 569 734
153618352768 35 626 99 737 979 100
828205067646974 963 333 57 502 218 83
-15628658 22 52 304 328 123 107
361785018187593 816 1 564 603 200 357
39943170741058 525 495 873 133 80 712
2449336083752 300 373 275 819 472 695
29922092765823 494 842 75 805 506 867
526855495 59 32 574 644 606 594
71917715474 6 518 431 954 590 169
683004001942 171 856 478 533 993 221
31026317858254 499 544 198 986 741 324
20834388035106 460 699 862 468 789 576
22691949591946 469 174 804 736 143 6
447896470554 158 769 652 604 262 407
2576055949710 299 657 324 405 328 501
9140887080732 391 224 682 188 751 434
393154899429 70 791 136 44 329 751
2233234133874 295 71 976 761 691 542
794572869709051 955 680 233 564 212 737
519002549449991 877 673 590 450 890 453
286913406680809 779 454 794 725 319 594
587229158163407 899 337 805 550 660 62
9678376519 46 312 151 922 936 300
4907704013 16 265 292 937 488 475
19936905790869 457 253 831 320 311 291
834387695585 168 915 728 321 616 807
1382164366946 268 72 731 274 782 357
5406632426969 352 228 355 341 440 775
23469482587524 472 455 253 355 701 488
50543178820483 549 905 575 537 766 181
913163632165 222 782 255 550 259 523
52185706442412 554 135 136 607 663 949
223772290748019 741 779 242 444 651 430
338260086212261 805 678 295 644 540 471
19302479365814 454 349 156 342 963 300
129636807201250 664 866 480 557 475 458
293802306038 196 269 883 302 837 989
425734769934739 843 193 548 16 230 641
3200675176312 317 106 809 830 956 602
477098752400 79 830 825 765 515 346
184267008636169 713 4 300 29 675 416
27960343602562 489 20 487 827 836 753
32941428480 109 364 14 780 645 234
624249075616643 910 683 880 284 825 413
5483513317698 353 220 135 408 198 474
330600298760012 801 965 197 561 59 139
718421323842871 936 19 365 255 537 707
4219288898127 335 111 157 780 498 326
771832248538 238 307 881 188 418 604
12556730884252 416 560 519 458 944 633
465950691159887 858 992 215 704 45 649
287192921988555 779 753 87 60 844 174
284251728777 132 703 403 834 513 144
123370984444618 658 393 492 775 161 801
166872996444281 699 92 67 672 775 802
745693769609388 943 249 686 613 145 542
4809080102394 337 825 916 675 323 610
118731478074803 653 22 208 234 658 74
951029819140694 990 449 956 53 162 94
489887064271442 867 153 115 657 859 413
418060398597 211 111 683 452 552 488
175415286756699 706 365 172 350 323 73
965628532357640 993 614 560 602 467 362
824257714588419 962 773 984 976 642 32
20621130782994 460 397 195 145 514 329
293227150210 86 733 539 749 404 179
183267110843600 712 733 306 924 722 217
334869594622679 803 1000 870 122 675 639
3078035682825 303 851 728 458 277 298
4052335897 24 262 874 424 761 976
696498112172 230 480 604 553 235 248
568017252430162 893 608 699 384 796 492
145784005578725 680 791 939 263 108 612
143046784948 26 615 268 935 488 356
931896763506 233 704 771 506 405 757
226517089188233 743 536 895 820 504 725
2615765785980 299 690 877 53 560 1
247020777222482 756 517 860 11 174 1000
1770768901164 278 577 802 24 787 552
39131749413825 523 218 726 105 981 496
8658520729835 379 957 404 184 160 55
3152171368219 316 190 335 247 664 107
6988383376 68 273 272 851 284 480
916396200859 229 732 780 702 712 320
22270811631 108 297 588 130 125 399
34504477916 121 307 681 87 323 145
576839731440 225 144 622 125 418 424
2593696739550 303 447 566 977 929 916
137039830310046 672 156 767 213 886 82
211602799922536 733 168 363 40 741 833
59121179437710 568 118 122 559 984 671
798526598245003 956 45 521 274 490 599
758289365941294 946 902 118 29 205 300
1207126156649 259 452 427 364 446 607
336803306719 37 762 745 508 574 569
34845242322272 509 908 444 693 804 314
936668997404525 987 172 369 71 368 732
558425163446272 890 377 994 51 481 883
27282022061 41 406 168 140 261 195
599362787597 110 874 629 869 727 814
148638002087645 683 311 698 424 10 119
207326512160458 730 373 159 248 358 890
407445969448 8 799 479 947 264 907
13865790941139 425 11 45 622 823 553
6108755452 62 272 655 699 450 590
530739764726737 881 236 821 743 659 179
552162610312740 888 230 354 921 300 215
936668598062852 987 150 432 112 116 485
9801371018166 395 657 909 490 761 268
3866533783130 329 332 601 976 313 817
11217683287318 405 753 258 877 636 111
2890491465 78 53 166 584 25 303
1308728881815 264 406 940 849 100 146
68256477199 77 506 168 685 395 298
176854422137295 707 678 527 152 142 21
6302238470460 363 84 846 609 321 87
8709039733680 387 411 581 855 542 276
140413380652 169 235 791 602 548 699
5880546278210 358 79 166 933 149 575
976553860093 250 96 454 196 955 950
86572992312609 613 357 659 855 837 202
251902978798585 759 345 98 200 403 750
344681810990281 808 732 646 413 255 5
832506234968311 964 259 349 684 997 794
491767577384 218 28 840 171 257 732
670433984612 77 904 486 279 606 170
72110710661421 591 320 507 472 221 620
501142860295 203 629 493 678 492 158
430857141468347 845 473 888 628 444 781
1871769595873 270 813 104 160 675 941
621538436969 136 871 806 961 977 590
26051857506060 482 439 988 527 734 798
404264845331880 834 939 624 910 243 86
469048277468 207 547 813 93 746 938
593796946331493 901 372 124 986 798 376
614183303735577 907 780 702 793 912 973
102434501621065 634 57 261 27 288 906
113375560646269 647 92 835 650 531 660
763602534116 238 76 400 25 278 469
40426864461 58 447 535 809 632 146
2514998317027 299 595 471 281 999 734
364248378235224 817 701 822 32 279 503
482888083574 194 676 902 231 733 618
199758376106550 724 955 65 865 311 750
532390407643 184 753 246 169 741 164
89718464214 130 479 378 386 997 502
121773748287 152 449 182 954 357 311
814561808743 149 928 802 154 166 426
19289202561317 454 200 356 903 462 944
41196941164865 528 633 354 26 899 715
423105287169 204 514 46 267 403 395
410016422298 204 488 126 164 649 101
389180256704195 828 76 938 281 216 826
36681048612806 516 564 815 878 879 632
922519297210437 984 8 411 49 691 708
944613300747 80 985 37 14 724 37
2823110237011 292 915 871 212 746 507
4619096403372 336 762 815 408 436 991
55644967507641 561 529 173 444 603 229
1572720351034 275 56 376 882 482 675
1282313294910 264 35 425 964 966 156
4174145591 26 254 37 217 183 212
272441423570803 771 170 370 415 526 11
23681152362952 473 271 461 267 748 44
249395229871029 757 948 134 723 876 361
154149396798141 688 26 505 723 785 114
106239817 21 101 124 88 877 974
798560374464150 956 431 954 362 603 952
1383389777244 268 175 424 413 954 708
634189503019 229 258 167 820 927 490
93854813835679 623 251 762 676 195 192
30019653755166 496 95 645 610 783 297
97681162358424 628 232 398 774 874 224
695973749990572 930 731 544 186 433 816
289065328913577 780 768 62 350 82 497
3052466281246 314 68 142 721 256 357
350867014438852 811 422 927 340 352 36
1545327484 58 184 636 688 117 631
767023148 24 166 65 511 503 999
79643267014 86 524 768 218 856 820
961557146585164 992 980 496 150 929 789
2310904419861 297 70 294 580 142 66
290574957376735 781 212 156 753 813 548
16502827639446 440 330 868 3 493 982
94057454127 83 549 898 296 755 424
106432344969980 638 923 706 360 521 706
655797107406671 919 734 787 550 916 473
15401092846 19 353 505 85 816 590
87978342879998 615 81 141 955 325 843
227026072961271 743 877 910 877 185 625
555410736719609 889 606 57 660 464 533
29361898513 100 375 745 552 770 191
939812388025 248 208 564 204 255 46
42366941426414 531 624 619 1000 356 690
552483066687056 888 754 27 473 745 97
600658590751406 903 715 447 156 470 35
12346550434928 415 439 453 204 835 350
55334486716 107 453 929 435 173 209
592328912099 226 229 74 718 223 525
11168215488385 407 132 120 204 869 729
69703191791808 587 320 799 966 749 785
2719150750305 306 438 829 144 261 577
1007849662491 173 961 174 15 650 316
961882487 48 176 632 649 406 856
97997786000023 628 752 696 366 585 224
126219629726400 661 432 417 96 998 342
922523949589962 984 261 386 253 49 51
574300351059837 895 422 469 247 612 256
737965271807588 941 622 788 241 242 820
222068228253 186 34 821 910 359 133
766467565855901 948 945 295 154 752 777
7458662451844 373 699 569 748 422 389
4122121514286 324 862 772 519 798 57
4708982008376 342 417 234 692 402 633
228921619 47 22 87 112 108 639
114284600156788 648 417 838 231 473 267
420975953670346 841 720 263 623 869 100
3325460245598 319 386 432 671 272 608
82457489391252 607 483 254 221 690 77
946305113143190 989 574 589 368 15 751
101610718296 151 391 642 968 377 327
4189919716461 334 429 791 517 19 491
929911874288 18 982 221 732 611 262
40657174427475 527 302 763 640 60 699
583617134041 41 874 174 981 750 757
7164920012941 370 693 486 397 893 906
1880048374724 285 34 622 466 663 982
5338437305422 350 543 882 287 476 826
593906482680993 901 599 377 259 328 937
157539229731956 691 132 949 723 431 924
22213196620661 466 699 829 196 541 936
15618557161725 435 457 894 568 482 983
26296658839673 483 317 485 170 897 967
33595102669403 505 931 618 932 482 275
439482047096973 848 993 141 288 962 575
902239755814 180 919 69 760 417 425
86250164281 152 269 497 746 181 474
30358848894058 497 436 990 525 653 407
12183374291096 411 822 918 598 210 13
703215217195597 932 346 628 272 435 954
967832478535 24 992 823 820 684 78
332042076075 112 749 672 441 344 905
885623220304779 976 86 626 376 490 97
1877243373673 274 760 910 733 553 763
23179522757458 471 101 474 330 855 945
174606541376129 705 818 369 906 365 266
726129314326084 938 79 743 78 996 168
405922436415515 835 321 860 917 671 371
906967529135 240 577 515 337 625 7
6617457998944 366 473 562 561 96 598
291541067117431 781 992 635 398 539 372
792294592757 87 942 471 989 826 350
594317206688549 901 857 189 508 510 698
7526973128289 376 332 707 733 557 690
13542592072772 423 22 114 876 20 821
49090274805917 547 588 54 888 559 891
231044481603648 746 170 385 189 916 192
28388804095449 489 809 61 36 642 942
1016045436858 252 1 594 998 208 203
23494261070952 472 510 312 969 763 916
4352695221717 337 285 794 523 313 983
125133150885 105 579 253 415 80 961
1926261255 55 204 676 203 510 487
217448432285395 737 314 660 984 997 741
7904112275214 372 940 786 872 300 66
117756997202 140 503 339 84 906 350
597123441455592 902 456 275 138 128 73
31784306060030 501 686 968 310 414 821
1471988808286 271 322 750 499 249 331
230160450561 153 619 790 666 624 357
3048742240 8 235 103 446 720 408
379856100492 47 785 474 311 612 361
32738724219151 504 684 688 566 524 973
366264801283562 818 395 553 798 194 754
180620840527545 710 667 275 754 903 442
49033635663 137 202 963 581 198 358
152011961946 2 625 832 302 690 665
17695769723164 446 471 835 444 899 439
955847129223846 991 459 19 107 731 155
607121273776390 905 464 945 936 175 663
8177630868039 380 710 140 940 604 495
325643802586637 799 291 784 931 56 194
38757072474249 522 57 530 587 324 705
126215324887396 661 418 426 73 216 406
38090849470 30 442 465 422 585 592
9560903406977 392 743 154 517 787 304
154150083600015 688 169 636 187 768 627
4371769929 73 219 116 735 562 414
5370804434374 349 663 63 665 483 763
1105901527612 249 621 163 111 822 296
348990760676662 810 748 898 217 697 524
142881118477 170 173 69 860 853 232
1237072834706 229 883 846 560 260 752
183065803257234 712 544 617 570 199 650
621052098989019 909 815 273 981 85 196
151922276980993 686 137 352 703 245 716
323635644060559 798 421 584 587 40 587
17300363741569 444 462 575 743 521 320
563879407836 158 826 443 35 677 487
1060615354600 254 243 463 636 985 401
384648890252749 826 618 750 187 177 233
28346028441545 489 788 125 873 854 358
180522553541632 710 562 518 291 799 38
6990320385871 362 938 639 759 623 440
433364370853100 846 196 450 794 455 819
102616965947 134 494 520 304 69 854
340153541076587 806 61 565 234 645 216
1383411185754 264 565 959 242 315 827
6353026127284 362 608 433 128 123 42
3338126185510 298 997 81 170 497 235
518798632909691 877 180 300 825 691 18
5704520397 86 181 418 439 865 428
807919741070 48 948 158 662 618 518
7263894229967 364 967 837 822 685 968
119649537993740 654 280 194 630 798 672
2686842970869 306 251 349 814 630 197
33316326878316 506 618 435 341 787 511
52714168972 118 419 995 134 428 996
231673901874864 746 891 365 260 524 68
267388165444 193 75 754 316 824 550
3880974098410 325 711 786 483 647 370
42622239071968 532 296 232 108 168 972
10105957359765 398 588 505 704 198 984
148725564599409 683 558 718 626 43 833
179156462884839 709 180 800 698 711 881
881516529006 17 969 510 436 72 120
361840332172843 816 486 868 736 299 848
18703073151 114 39 821 717 703 127
150817019360364 685 87 975 905 857 91
60180997120529 570 332 710 414 437 502
27123309432690 486 320 744 427 270 601
19767819098 55 374 670 656 741 950
111635675482499 645 197 716 883 933 773
2352603934114 290 741 97 807 574 845
1260603356647 253 688 313 975 326 814
177907508546741 708 330 733 361 107 342
196194379511248 722 146 580 183 734 843
21782240232355 464 724 266 143 152 356
8444294824388 384 555 100 67 260 12
1669022890244 235 988 813 703 737 990
26559726017723 484 72 607 292 352 342
64089304656228 577 605 699 745 283 17
571067696694745 894 29 62 524 70 974
127197978806358 662 486 423 466 636 975
6512737585193 361 786 83 310 794 459
294454695282812 783 614 55 280 211 537
723247329845991 937 995 496 766 8 71
262003014475548 765 56 817 860 313 267
976002653131747 995 932 847 617 533 769
72216477283690 591 584 582 951 123 897
6862509526613 367 673 754 874 606 549
35277166815 70 429 650 881 378 875
210162562914595 732 23 289 483 476 932
113380399007236 647 263 770 127 941 600
135012468749320 670 31 350 361 24 414
300057108202756 786 501 169 586 460 342
9986500409146 398 43 369 387 634 765
48970627817417 547 44 482 504 931 547
1961658433210 266 891 665 981 167 950
237343198974611 750 443 130 825 160 625
222789606725757 740 971 169 480 575 230
655744704552622 919 698 20 998 551 858
746477179339 204 792 661 494 842 64
77563860346 140 393 418 45 959 373
1461697526286 271 81 180 269 186 759
481468726345438 864 7 887 306 825 185
415728433389967 839 78 478 416 962 686
521766360791319 878 257 545 148 793 234
331921023026566 802 594 114 163 338 681
46755227029 20 465 107 555 244 648
138323693533061 673 715 298 661 554 220
69078628548 147 149 382 572 956 80
12661247537398 411 983 404 820 737 533
1985815734089 271 851 678 196 774 119
5376912715 57 264 435 134 178 805
3614880244342 314 866 115 414 567 476
247048303286356 756 560 226 22 966 768
685073796771082 927 855 704 554 102 58
3627879607309 325 216 590 84 223 541
484620388825 200 637 304 557 989 382
394362571785802 830 823 644 650 538 357
330184673243 201 216 417 240 444 935
46772558144451 542 3 830 59 13 66
590498374022598 900 303 380 346 922 849
81728013034133 606 199 459 946 108 681
815255910447 240 374 830 833 936 302
516305305303014 876 823 271 772 474 662
659169440680385 920 546 985 801 944 809
